trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 1.0}",25,0,-126.88824012506726,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
2,False,"{'a': 0.6, 'e': 0.9900498337491681}",20,12,-18.531805676509286,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
3,False,"{'a': 0.6, 'e': 0.9801986733067553}",25,0,-112.8858307589519,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
4,False,"{'a': 0.6, 'e': 0.9704455335485082}",20,0,-107.23395792415728,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
5,False,"{'a': 0.6, 'e': 0.9607894391523232}",20,0,-78.98020494984864,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
6,False,"{'a': 0.6, 'e': 0.951229424500714}",20,0,-81.15295893552256,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
7,False,"{'a': 0.6, 'e': 0.9417645335842487}",20,0,2.068085918819506,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
8,False,"{'a': 0.6, 'e': 0.9323938199059483}",20,0,-45.5697602353066,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
9,False,"{'a': 0.6, 'e': 0.9231163463866358}",20,0,-145.35987157042985,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
10,False,"{'a': 0.6, 'e': 0.9139311852712282}",25,0,-119.25881825461842,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
11,False,"{'a': 0.6, 'e': 0.9048374180359595}",30,0,-123.49755672610053,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
12,False,"{'a': 0.6, 'e': 0.8958341352965282}",20,14,11.691543430025423,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.6, 'e': 0.8869204367171575}",25,0,-147.1919703476404,"{0: 11, 1: 2, 2: 11, 3: 0, 4: 1}",0
14,False,"{'a': 0.6, 'e': 0.8780954309205613}",30,0,-136.8709639556307,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
15,False,"{'a': 0.6, 'e': 0.8693582353988059}",20,0,-76.93942221199795,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
16,False,"{'a': 0.6, 'e': 0.8607079764250578}",20,0,-120.68346908955759,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
17,False,"{'a': 0.6, 'e': 0.8521437889662113}",30,6,-87.37057371949885,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 1}",1
18,False,"{'a': 0.6, 'e': 0.8436648165963837}",25,0,-166.21829217371192,"{0: 13, 1: 0, 2: 10, 3: 0, 4: 2}",0
19,False,"{'a': 0.6, 'e': 0.835270211411272}",25,0,-81.29324564162162,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
20,False,"{'a': 0.6, 'e': 0.8269591339433623}",25,0,-81.86126660982782,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
21,False,"{'a': 0.6, 'e': 0.8187307530779818}",30,0,-75.06783388301903,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
22,False,"{'a': 0.6, 'e': 0.8105842459701871}",20,0,-17.122229912594204,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
23,False,"{'a': 0.6, 'e': 0.8025187979624785}",25,0,-73.41784380528993,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
24,False,"{'a': 0.6, 'e': 0.794533602503334}",20,0,-81.95830250910612,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
25,False,"{'a': 0.6, 'e': 0.7866278610665535}",20,0,-75.98144085539093,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
26,False,"{'a': 0.6, 'e': 0.7788007830714049}",30,0,-177.75253456361753,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
27,False,"{'a': 0.6, 'e': 0.7710515858035663}",20,0,-39.08983145804274,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
28,False,"{'a': 0.6, 'e': 0.7633794943368531}",20,0,-70.89233742627559,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
29,False,"{'a': 0.6, 'e': 0.7557837414557255}",25,0,-154.3291708000214,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
30,False,"{'a': 0.6, 'e': 0.7482635675785653}",30,0,-186.6849060979647,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 4}",0
31,False,"{'a': 0.6, 'e': 0.7408182206817179}",25,4,-17.038043039993934,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
32,False,"{'a': 0.6, 'e': 0.7334469562242892}",20,0,-61.72762962848288,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
33,False,"{'a': 0.6, 'e': 0.7261490370736909}",20,0,-39.46657727539642,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
34,False,"{'a': 0.6, 'e': 0.7189237334319262}",30,0,-85.51388269483283,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
35,False,"{'a': 0.6, 'e': 0.7117703227626097}",25,0,-144.16713248713228,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
36,False,"{'a': 0.6, 'e': 0.7046880897187134}",30,0,-160.78635922739835,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
37,False,"{'a': 0.6, 'e': 0.697676326071031}",25,6,4.688186938360246,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.6, 'e': 0.6907343306373547}",25,0,-11.527944703032706,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
39,False,"{'a': 0.6, 'e': 0.6838614092123558}",30,15,-44.94253255863824,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
40,False,"{'a': 0.6, 'e': 0.6770568744981647}",30,0,-87.71879017881271,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 2}",0
41,False,"{'a': 0.6, 'e': 0.6703200460356393}",20,0,-132.35629971489337,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
42,False,"{'a': 0.6, 'e': 0.6636502501363194}",25,0,-198.10394763426723,"{0: 15, 1: 1, 2: 3, 3: 3, 4: 3}",0
43,False,"{'a': 0.6, 'e': 0.6570468198150567}",25,0,-156.83286177386316,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",1
44,False,"{'a': 0.6, 'e': 0.6505090947233165}",20,0,-66.3711930026157,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
45,False,"{'a': 0.6, 'e': 0.6440364210831414}",20,0,-46.05951677456022,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
46,False,"{'a': 0.6, 'e': 0.6376281516217733}",20,0,-10.930193791669081,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
47,False,"{'a': 0.6, 'e': 0.631283645506926}",25,0,-172.902252728342,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
48,False,"{'a': 0.6, 'e': 0.6250022682827008}",20,0,-16.2746332333419,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
49,False,"{'a': 0.6, 'e': 0.6187833918061408}",25,7,-42.80894088053472,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
50,False,"{'a': 0.6, 'e': 0.6126263941844161}",25,4,-92.78750451973971,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 1}",1
51,False,"{'a': 0.6, 'e': 0.6065306597126334}",25,15,7.809209562585993,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
52,False,"{'a': 0.6, 'e': 0.6004955788122659}",20,6,14.78480113361804,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.6, 'e': 0.5945205479701944}",30,0,-140.77623997049358,"{0: 21, 1: 2, 2: 2, 3: 3, 4: 2}",0
54,False,"{'a': 0.6, 'e': 0.5886049696783552}",20,0,-2.439874698707376,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
55,False,"{'a': 0.6, 'e': 0.5827482523739896}",20,12,10.826912494386818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.6, 'e': 0.5769498103804866}",25,0,-55.935749447041694,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
57,False,"{'a': 0.6, 'e': 0.5712090638488149}",20,0,-25.65339380568048,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
58,False,"{'a': 0.6, 'e': 0.5655254386995371}",30,0,-66.54942307367162,"{0: 18, 1: 6, 2: 6, 3: 0, 4: 0}",0
59,False,"{'a': 0.6, 'e': 0.559898366565402}",35,0,-98.69188553679733,"{0: 26, 1: 3, 2: 2, 3: 3, 4: 1}",0
60,False,"{'a': 0.6, 'e': 0.5543272847345071}",25,0,-73.16848022850435,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
61,False,"{'a': 0.6, 'e': 0.5488116360940265}",25,17,-51.802227482119704,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
62,False,"{'a': 0.6, 'e': 0.5433508690744998}",25,0,-53.39311738095877,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
63,False,"{'a': 0.6, 'e': 0.5379444375946745}",25,0,-80.5970449632357,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
64,False,"{'a': 0.6, 'e': 0.5325918010068972}",20,8,-30.136816746042758,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
65,False,"{'a': 0.6, 'e': 0.5272924240430485}",30,0,-109.01963972600993,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
66,False,"{'a': 0.6, 'e': 0.522045776761016}",30,0,-58.70218487565238,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
67,False,"{'a': 0.6, 'e': 0.5168513344916992}",30,15,7.279755290293887,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.6, 'e': 0.5117085777865424}",25,0,-76.0865065871497,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
69,False,"{'a': 0.6, 'e': 0.5066169923655895}",20,0,-64.41458895571746,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
70,False,"{'a': 0.6, 'e': 0.5015760690660555}",35,0,-82.11272300938485,"{0: 25, 1: 0, 2: 9, 3: 1, 4: 0}",0
71,False,"{'a': 0.6, 'e': 0.49658530379140947}",30,0,-47.72568980577215,"{0: 24, 1: 0, 2: 4, 3: 2, 4: 0}",0
72,False,"{'a': 0.6, 'e': 0.4916441974609651}",20,0,8.201290414932766,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
73,False,"{'a': 0.6, 'e': 0.4867522559599717}",20,0,-28.857945643903655,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
74,False,"{'a': 0.6, 'e': 0.48190899009020244}",20,0,-39.345651721711725,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
75,False,"{'a': 0.6, 'e': 0.4771139155210344}",30,0,-90.6204626789401,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 2}",0
76,False,"{'a': 0.6, 'e': 0.4723665527410147}",25,0,-52.22936650668178,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",1
77,False,"{'a': 0.6, 'e': 0.46766642700990924}",25,0,-136.660133674535,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
78,False,"{'a': 0.6, 'e': 0.46301306831122807}",35,12,7.302821421161413,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 0}",1
79,False,"{'a': 0.6, 'e': 0.4584060113052235}",25,0,-43.88104753982631,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
80,False,"{'a': 0.6, 'e': 0.45384479528235583}",25,0,-6.500068646858828,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
81,False,"{'a': 0.6, 'e': 0.44932896411722156}",30,0,-28.26634713223568,"{0: 22, 1: 5, 2: 2, 3: 1, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.4448580662229411}",20,0,-76.88801638572585,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
83,False,"{'a': 0.6, 'e': 0.44043165450599925}",30,23,-1.309940315096308,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.6, 'e': 0.43604928632153556}",20,0,-38.70315400139344,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
85,False,"{'a': 0.6, 'e': 0.43171052342907973}",30,12,-32.56375100060556,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
86,False,"{'a': 0.6, 'e': 0.4274149319487267}",30,0,-22.46412475418365,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",1
87,False,"{'a': 0.6, 'e': 0.4231620823177488}",30,0,-55.68244297196548,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
88,False,"{'a': 0.6, 'e': 0.418951549247639}",30,0,-74.64471323382578,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
89,False,"{'a': 0.6, 'e': 0.4147829116815814}",20,0,-28.040354503628137,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
90,False,"{'a': 0.6, 'e': 0.4106557527523455}",30,0,-24.8201826914623,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
91,False,"{'a': 0.6, 'e': 0.4065696597405991}",25,11,-22.502766924229775,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
92,False,"{'a': 0.6, 'e': 0.40252422403363597}",25,0,-51.71167354742113,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
93,False,"{'a': 0.6, 'e': 0.39851904108451414}",20,9,-22.245140300607613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
94,False,"{'a': 0.6, 'e': 0.3945537103716011}",25,0,-16.987759278743077,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
95,False,"{'a': 0.6, 'e': 0.3906278353585211}",25,16,-33.79998546316055,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.6, 'e': 0.3867410234545012}",25,0,-28.949203308952118,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
97,False,"{'a': 0.6, 'e': 0.38289288597511206}",25,0,-104.30201753796867,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
98,False,"{'a': 0.6, 'e': 0.37908303810339883}",20,3,-3.283733389293735,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
99,False,"{'a': 0.6, 'e': 0.37531109885139957}",25,6,-134.71480201752752,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 2}",1
100,False,"{'a': 0.6, 'e': 0.3715766910220457}",30,0,-122.34050466114152,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
101,False,"{'a': 0.6, 'e': 0.36787944117144233}",30,0,-53.83047530695369,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
102,False,"{'a': 0.6, 'e': 0.3642189795715233}",20,8,-13.831357226369294,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
103,False,"{'a': 0.6, 'e': 0.3605949401730783}",25,9,-11.304652796646378,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
104,False,"{'a': 0.6, 'e': 0.3570069605691474}",30,0,-12.591673183122776,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
105,False,"{'a': 0.6, 'e': 0.35345468195878016}",20,4,-40.228707692215416,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.6, 'e': 0.3499377491111553}",25,0,30.099413284529323,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
107,False,"{'a': 0.6, 'e': 0.3464558103300574}",25,0,11.51039018731862,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
108,False,"{'a': 0.6, 'e': 0.34300851741870664}",25,0,-7.550447614519361,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
109,False,"{'a': 0.6, 'e': 0.3395955256449391}",30,12,-51.79583897815693,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
110,False,"{'a': 0.6, 'e': 0.33621649370673334}",20,1,-7.0664178770182655,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
111,False,"{'a': 0.6, 'e': 0.33287108369807955}",20,7,15.168703224191614,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.6, 'e': 0.32955896107518906}",35,9,22.33380041315777,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.6, 'e': 0.32627979462303947}",30,0,13.710593756516428,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
114,False,"{'a': 0.6, 'e': 0.3230332564222529}",25,0,2.443406160196837,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
115,False,"{'a': 0.6, 'e': 0.31981902181630384}",25,0,-160.91827518370542,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
116,False,"{'a': 0.6, 'e': 0.31663676937905316}",30,8,-19.330565075651208,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.6, 'e': 0.3134861808826053}",20,0,-4.248240306138548,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
118,False,"{'a': 0.6, 'e': 0.31036694126548503}",25,11,11.051609651806507,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.6, 'e': 0.30727873860113125}",25,5,-45.50337655495342,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
120,False,"{'a': 0.6, 'e': 0.3042212640667041}",25,14,-1.7770217133148338,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
121,False,"{'a': 0.6, 'e': 0.30119421191220214}",20,1,-21.057481098665903,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
122,False,"{'a': 0.6, 'e': 0.2981972794298874}",35,1,-2.3847370176718456,"{0: 29, 1: 1, 2: 4, 3: 0, 4: 0}",1
123,False,"{'a': 0.6, 'e': 0.2952301669240142}",25,0,19.229078734638925,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
124,False,"{'a': 0.6, 'e': 0.2922925776808594}",30,19,21.147456524423603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.6, 'e': 0.2893842179390506}",25,0,3.1615025116849753,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
126,False,"{'a': 0.6, 'e': 0.2865047968601901}",25,7,27.18618858740747,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.6, 'e': 0.2836540264997704}",20,0,-81.6623552595985,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
128,False,"{'a': 0.6, 'e': 0.2808316217783798}",30,0,-83.01488461758134,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
129,False,"{'a': 0.6, 'e': 0.27803730045319414}",25,0,10.922317341240795,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
130,False,"{'a': 0.6, 'e': 0.27527078308975234}",25,0,-11.14954800612616,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
131,False,"{'a': 0.6, 'e': 0.2725317930340126}",20,13,-41.820021990803475,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
132,False,"{'a': 0.6, 'e': 0.2698200563846868}",25,5,6.201018966813113,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.6, 'e': 0.26713530196585034}",25,3,-33.072922504465126,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
134,False,"{'a': 0.6, 'e': 0.26447726129982396}",25,1,-44.298279214327124,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 0}",1
135,False,"{'a': 0.6, 'e': 0.261845668580326}",25,0,12.549175296192354,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
136,False,"{'a': 0.6, 'e': 0.2592402606458915}",20,13,0.24374416723708858,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.6, 'e': 0.2566607769535559}",20,2,-28.441739437746566,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.6, 'e': 0.25410695955280027}",25,0,-24.209176139716583,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
